id,image_url,principalOrFirstMaker,title,longTitle,width,height
en-RP-P-1962-122,http://lh3.googleusercontent.com/IJKI5SyIGRLaRFfsxlDg4Jce3OCsn0xRLRQlNAAPtc2ghFn97yFYSEfP0SiUnBVgV-3a2LdkhAWQUWhi7E5gvScBxYM=s0,Rembrandt Harmensz. van Rijn,A Scholar in his Study,A Scholar in his Study;; Rembrandt Harmensz. van Rijn;; 1650 - 1654,2364,3000
en-RP-P-OB-553,http://lh6.ggpht.com/MmUNpg1fb9h9A6RdVz437pcRIT7BxBQcNt05QdSf9HEZSzzV2vQxU7HwstWjkZ14wsgoMDgbJxkbjK-jo2-1pCEHQgI=s0,Rembrandt Harmensz. van Rijn,De schilder Jan Asselijn,De schilder Jan Asselijn;; Rembrandt Harmensz. van Rijn;; 1645 - 1649,2433,3000
en-RP-P-OB-558,http://lh3.ggpht.com/9I3RMJL6vpfBmDWgCjxwWMQEof_ycQEhw32L50ScbNNwqVPlt3mkuZE8oT-Jn6626PEmYXLbHYDGmArvAK5P-dha6Ug=s0,Rembrandt Harmensz. van Rijn,De joodse arts Ephraim Bonus,De joodse arts Ephraim Bonus;; Rembrandt Harmensz. van Rijn;; 1647,1850,2500
en-RP-P-OB-560,http://lh6.ggpht.com/hK9v9rf8TEGgUrDfmlLiMlqDYXZa2m9ZTFL-B3-fR-Uqgow1k225HnNmpUBTqLgyEg36u2iijXIvsg-0lPnrZFXx6SOf=s0,Rembrandt Harmensz. van Rijn,De Remonstrantse predikant Jan Wtenbogaert,De Remonstrantse predikant Jan Wtenbogaert;; Rembrandt Harmensz. van Rijn;; 1635,2318,3000
en-RP-P-OB-565,http://lh4.ggpht.com/BhBEDk0a9yNDYTNDvSc6pF3i8EVd-py4WiceOX68hdxF0ubLA4iiF9hKY340qAwpwGED0YOPQLFR8HTRnaOSJpoT-yQV=s0,Rembrandt Harmensz. van Rijn,De Remonstrantse predikant Jan Wtenbogaert,De Remonstrantse predikant Jan Wtenbogaert;; Rembrandt Harmensz. van Rijn;; 1635,2248,2700
en-RP-T-1905-158(R),http://lh4.ggpht.com/JGngLHTgNyKZ8ClR4novvcagUsnvlW0GQ-ugWaIhSc-64J2WSYMh3VV7750LEOYe1VgK3evOT0GpzE_pWgReJKB-kg=s0,Simon Fokke,Jonge edelman;; naar links in gebogen,Jonge edelman;; naar links in gebogen;; Simon Fokke;; 1710 - 1779,1499,2500
en-RP-P-1909-1630,http://lh6.ggpht.com/g3XS_3ZbfHBuKkAo7xrY94Et7gTpdeKs_zY2uqrH5yVGHa5-FxhZLEOLWk519ViMiA9_4FjnTmsYBcC26ENUUF9RvC0=s0,Simon Fokke,Vier voorstellingen uit de klassieke geschiedenis,Vier voorstellingen uit de klassieke geschiedenis;; Simon Fokke;; 1722 - 1784,2500,2009
en-RP-P-1909-1635,http://lh5.ggpht.com/EkbV5DOWHn0QwhqTHcOzG9FpaBrotp9Vmvy7Tfb3R6bOzf1w_JP7KfoafkINJp2unDe_MonMMQVJvy2BTk0ChT_ceeg=s0,Simon Fokke,Vier voorstellingen uit de klassieke geschiedenis,Vier voorstellingen uit de klassieke geschiedenis;; Simon Fokke;; 1722 - 1784,2500,2018
en-RP-P-1909-1642,http://lh6.ggpht.com/-tEZ5oM1Dii59aBCjHHrA7hevDvxhi6lYRviog1_oy9ajCVDnk0U2jXj9vYnIdg4rMqAeGyi3apfH8TgmiqTkcVCing=s0,Simon Fokke,Vier voorstellingen uit de klassieke geschiedenis,Vier voorstellingen uit de klassieke geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1987
en-RP-P-OB-50.894,http://lh3.ggpht.com/buURRwWgundmPBOdIgr31L3yVsuEsrZaP37ibmp7QC6Lv2Tt0ZM2Ye4VSfYB7blUScIuu-BOi1HuZLh1Ml9upSWbIOBO=s0,Simon Fokke,Laatste Oordeel,Laatste Oordeel;; Simon Fokke;; 1722 - 1784,1532,2500
en-RP-P-1905-836,http://lh5.ggpht.com/qMI1qH_SkHXgzDi4AbAG3ddfbnF_4MRXRsEYrC7syZutjrqIi6BB3qGwLGllNPpooXnOFqHuog4vSiXoqpTjvd0eZ5w=s0,Simon Fokke,Echtpaar met kinderen in een overstroomd landschap,Echtpaar met kinderen in een overstroomd landschap;; Simon Fokke;; 1722 - 1784,1631,2500
en-RP-P-1910-1675,http://lh3.ggpht.com/JntcC8jKGLMhZqw2J0Mhka2qpqhfyzXpwIjI7H9R14Qc5rX-WVHg3DcpVctU6X3pOIrJ2WHFhnl4YX28APJQ0f2Ge-GU=s0,Simon Fokke,Tronende vrouw met het wapenschild van Leiden,Tronende vrouw met het wapenschild van Leiden;; Simon Fokke;; 1722 - 1784,1580,2500
en-RP-P-1910-1687,http://lh3.ggpht.com/ybscMk5Lgg4G7M63sCjTD7ZYwvSIumeowFtilV1WIChcNOL5xp6tcDOqsgrCouTLfoPS8fyHdD67Ji3XdzlsTh8Vkxh_=s0,Simon Fokke,Dame en heer in een tuin,Dame en heer in een tuin;; Simon Fokke;; 1722 - 1784,1605,2500
en-RP-P-OB-50.899,http://lh4.ggpht.com/yaw4DjqmicH-9j17iPjrfZCBjTic1LR1K7F1AWdh7YHT_HnsUOGOyDOG0D2T_g5xGOcFXWdm2UC71IanZHsHZN-6WVA=s0,Simon Fokke,Oude vrouw biedt jongen een ei aan,Oude vrouw biedt jongen een ei aan;; Simon Fokke;; 1722 - 1784,1490,2500
en-RP-P-OB-50.902,http://lh3.ggpht.com/ax62jP2P5NVetQqmGZ_GHXtB4RZ5yGkRiX9SpWaKkxhoDrsDLDLvYp3YJJaOc2P0owgQwO-Tyn-NiZAF5y_UFCWp8WA=s0,Simon Fokke,Elisa vervloekt de kinderen,Elisa vervloekt de kinderen;; Simon Fokke;; 1722 - 1784,1554,2500
en-RP-P-OB-50.907,http://lh6.ggpht.com/ylFiQ3KjUrnOFyR24XPPmi-7J_Sko71hkgiO_bZuEZTc2AEG3BJIplE-9nU3-dk5O3KIw0MBRcfCqYNFUqjJXgC3jBI=s0,Simon Fokke,Personificatie van Arbeid en Vlijt in een tuin,Personificatie van Arbeid en Vlijt in een tuin;; Simon Fokke;; 1722 - 1784,1804,3000
en-RP-P-OB-50.914,http://lh5.ggpht.com/Nx4fl2BelfYHe2tDOJn7uWCfW3MoyGDObSAaR5XwjAg680FYoFRWpmfhRV7nlN2x-REU_h6TtWT4moi7CDM1pOMrGq_B=s0,Simon Fokke,Twee figuren knielen voor een koning,Twee figuren knielen voor een koning;; Simon Fokke;; 1722 - 1784,1445,2500
en-RP-P-OB-50.919,http://lh6.ggpht.com/vjZmvcaEEDoW3AauH4SW_OL83AFVIKf5WWPicv0-e5YCn4Ezk813QpQVquQ9QEmZ2x9YHQ1HfegWs2Q6DVghEjIWwck=s0,Simon Fokke,Man rustend onder een boom,Man rustend onder een boom;; Simon Fokke;; 1722 - 1784,1446,2500
en-RP-P-OB-50.921,http://lh4.ggpht.com/y8S4I2bzdKbeTY25iNeiv-BV9HjOyVAXLD_BV2T45ExDSRho0px2msKnhbRBFNqHDvjxsc2zOv8LxM8hzft5lj5yuQWT=s0,Simon Fokke,Boot op zee,Boot op zee;; Simon Fokke;; 1722 - 1784,1486,2500
en-RP-P-OB-50.926,http://lh6.ggpht.com/-q-V81Qit_4YbidjpUJw0V2VhfrTdJBkwxfmp5FNDwzGUOSGQGG9fqcaIlCf7WDcA1qkluDEBfWfH3aL8F6_OiM0Lg=s0,Simon Fokke,Twaalf episodes uit de vaderlandse geschiedenis,Twaalf episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,1856,2500
en-RP-P-OB-50.933,http://lh4.ggpht.com/YrPgKv0ZepVtrjf1Sb-e40sM8DlfuQwWKUsw2rrGxXzKbS0et5jicUS_BNw26pBes2Ga2G-sqdxUxz_2rZ9aoEBZM5U=s0,Simon Fokke,Twaalf episodes uit de vaderlandse geschiedenis,Twaalf episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,1893,2500
en-RP-P-OB-50.938,http://lh3.ggpht.com/FU0zr1r3KbARIk_11dhCENkfWZUx2dYrmsKNaoLXU5hOEWgBGUdfvSQdrXAdSeA84q_rKH1MSblI-Jama06t0qOprCw=s0,Simon Fokke,Twaalf episodes uit de vaderlandse geschiedenis,Twaalf episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,1868,2500
en-RP-P-OB-50.940,http://lh3.ggpht.com/nUCHkAfd9pOOBDvXaqrZOkV6zyrk0fMy_R-Pb0KewGbwhApTVra5UroINdgJTkPg17tH9r3PyD_i1PbPzlDO9NIiMi0=s0,Simon Fokke,Twaalf episodes uit de vaderlandse geschiedenis,Twaalf episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,1873,2500
en-RP-P-OB-50.945,http://lh4.ggpht.com/OCug9oA2otbNh5fznIB3uQcElGi8Gj7yKUjakwGG-ikr2P8bYaNPTnjBnxDVXKweoquSDuft-J4vdxXiK065VsNeSw=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1146
en-RP-P-OB-50.952,http://lh6.ggpht.com/yF6i4PDm6NwRsy4e1wM_p5-AGpJqjwhjJ1vyDy6dKt7kJVb-Khr5oFxakw2lsc6KNB-pcEqexz6zXQ6clpSV-FaZpO4=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1124
en-RP-P-OB-50.957,http://lh6.ggpht.com/7TX1XMV3E51NrUTBYuCWm91hoN3vOJB2gVfV6OpcFV5Bp4eLavlwC2PvJRuS-Wy52m1BQriVSe6qbjszVzUvGLp3B_o=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1141
en-RP-P-OB-50.964,http://lh6.ggpht.com/6N3h8D7_EYguk5U8IcClSEoPmQUxakzTMC6RUDBYjCL4gEHYjRtHDolNWE3jAgc3qf9WOj2dqpL1qPhtDCnXTUN1g2L2=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1134
en-RP-P-OB-50.969,http://lh4.ggpht.com/vhNkNXZ9T64M57hrIWXmtPAYY5N8mhHRBGFBbToHDKuk5d09zx7aTBAtxEuOUpeV-iv7x8YyWOiUXzoQTC1XuQm-80eD=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1148
en-RP-P-OB-50.971,http://lh3.ggpht.com/Srb55m9_CXZQOcKqys_zDyK98jZYoJ6XZ1AyXN3LluexrF1xTtMYrmaQPCul_VFHOhR6rbQSDrP3Zxd1xdnG_mtMl_s=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1143
en-RP-P-OB-50.976,http://lh3.ggpht.com/cM6DbFXoWFX76HqFSuN2S5AER-xnSTk9ELWvJjgpZFXsvLqndW4Yz28_56PtpVyRXbckaJEdPwuT4Q39_-Db7vh0Tw=s0,Simon Fokke,Vier episodes uit de vaderlandse geschiedenis,Vier episodes uit de vaderlandse geschiedenis;; Simon Fokke;; 1722 - 1784,2500,1134
en-RP-P-OB-50.983,http://lh3.ggpht.com/AD6NvIShqvTjJOEIy3xgnwJYPqlq-aVCSLsRO88jQLhSTStrK_IEHm8L4bKr2azda130CwJV2wQmn3MmRKqB0K5qKLg=s0,Simon Fokke,Vier voorstellingen van de maanden september;; december;; januari;; april,Vier voorstellingen van de maanden september;; december;; januari;; april;; Simon Fokke;; 1722 - 1784,2500,1152
en-RP-P-OB-50.988,http://lh3.ggpht.com/W5bjzDxTILsT4c3IjMub8sJV_lBhqtSsQjg5s65qpeGg6XzqHm6ORi8pC-lTTLFKcz38KQUsjo2-kZJ6QPSXnOV0wA=s0,Simon Fokke,Mei,Mei;; Simon Fokke;; 1722 - 1784,1429,2500
en-RP-P-OB-50.990,http://lh6.ggpht.com/VOblYUe4rmZCUTdKzSDdx93eccth_58PPSnrkPujhtVTJbJECSvlfvmSsJ7I6KeeDxehukQRwHIrqgHepl61tqoIQCU=s0,Simon Fokke,Juli,Juli;; Simon Fokke;; 1722 - 1784,1488,2500
en-RP-P-OB-50.995,http://lh3.ggpht.com/WlmCqcrEYzOd5nXbO0sF6jt4_0oHeg-GFaowA2roNhhzsWbwQkr3G6aQOE5bl6NncPFEYfd12GVOt1Y6FEgl-pQc-Dbc=s0,Simon Fokke,December,December;; Simon Fokke;; 1722 - 1784,1432,2500
en-RP-P-OB-52.001,http://lh6.ggpht.com/ylLf1xGu9oYb_t4fUfnytQ1GE6Yu4-69yJ1CfMw_gLKhAS7UfKTqPlYOwNEmF6IDtGRAimWORgtt4JeRJ-GjiN3rUYpf=s0,Simon Fokke,Mei,Mei;; Simon Fokke;; 1722 - 1784,1331,2500
en-RP-P-OB-52.006,http://lh6.ggpht.com/uM9Sk6WFotMg7_jv5GJ_noF8CDLMEAcpkrZA_gPENcfTOOjafZPD6qzFzUz2A1fLr4y2i5j-AvkOuJesFuwTpiVehxE=s0,Simon Fokke,Oktober,Oktober;; Simon Fokke;; 1722 - 1784,1304,2500
en-RP-P-1905-5761,http://lh6.ggpht.com/Mad2Ese7HjsC-xBgu3Ko9GbDbAGf7wVb29bmruBubalEy684psP3J0N2HGZjgWeEUdp5g9eA-RD11yKC-eV9Ocgk_4DQ=s0,Simon Fokke,Fabel van de arend;; de kraai en de schildpad,Fabel van de arend;; de kraai en de schildpad;; Simon Fokke;; 1769,2314,2500
en-RP-P-1905-5766,http://lh6.ggpht.com/Z87Ho4UCkqgTE7RQw6vynctHeh1lGW_xcLx0reGuyDHti3II4WW3rsGjJUmbdAseohMWpaetyn4MuRU8LIFsx6Q94Hrp=s0,Simon Fokke,Fabel van de man en zijn twee vrouwen,Fabel van de man en zijn twee vrouwen;; Simon Fokke;; 1769,2326,2500
en-RP-P-1905-5773,http://lh6.ggpht.com/WxefBY6P7a2neRTwqWdQ-PQailG5z_OJofjj-tNQC6wxU4lqS3pVAgppEAwaWC6qDhFcR7lO8yio138dixfpaQwjXEM=s0,Simon Fokke,Vrouw draait het spit,Vrouw draait het spit;; Simon Fokke;; 1722 - 1784,2500,1488
en-RP-P-1905-5778,http://lh4.ggpht.com/i27SYCfllV1XbjI33mPjMZj7mSLkXojh52_6ZEpZGiPqz3nfGV_Ate6rUxueQw-9xeGJmkfBiyoHQC3p85mSPWTHKbI=s0,Simon Fokke,Fabel van de stieren in gevecht,Fabel van de stieren in gevecht;; Simon Fokke;; 1769,2368,2500
en-RP-P-1905-5780,http://lh3.ggpht.com/PHwFQcvSFYUlIkSOF2J8TJ4oULHI22KM177WS3TL3EQuspFpGyg7cP35BYkL1KCD0JdMb1w4iS9jZ8x8NNJ4wHSa_js=s0,Simon Fokke,Fabel van de oude vrouw en de wijnkruik,Fabel van de oude vrouw en de wijnkruik;; Simon Fokke;; 1769,2322,2500
en-RP-P-1911-2980,http://lh5.ggpht.com/V-nJoIvSDKTygW0oykATq3KQH9AV64T0pNRWgWUmxJ1odYtCg4JDFO2szO1xPZcHENyE_bLnifWLt00EPNEuRIdkjA=s0,Simon Fokke,Begrafenissen ten tijde van de pestepidemie in Holland,Begrafenissen ten tijde van de pestepidemie in Holland;; Simon Fokke;; 1722 - 1784,2500,1914
en-RP-P-1960-441,http://lh3.ggpht.com/U-fd5aFXOEmH5bfuILqx4Zlh2IKWKv0SFwWSdrJTAlBoPgejZp3Dwfpj8J6SyKMraB_7aSKBwIQGmWqXvdBZNNdsPobr=s0,Simon Fokke,Civilis en Cerialis onderhandelen op de afgebroken brug;; 69-70;; en Willibrord predikt tegen afgoderij;; 700,Civilis en Cerialis onderhandelen op de afgebroken brug;; 69-70;; en Willibrord predikt tegen afgoderij;; 700;; Simon Fokke;; 1756 - 1758,1548,2500
en-RP-P-1905-829,http://lh5.ggpht.com/jRYxHVgpI2oFtpUhC5aDbYnuyC9vd6w31tLJqoH780NsiagR_KxMGkzxi_NGG1fFL6htXq-0bpDqeFn4mG-IkuQFBOI=s0,Simon Fokke,Mozes wordt in een biezen mandje in de Nijl gelegd,Mozes wordt in een biezen mandje in de Nijl gelegd;; Simon Fokke;; 1722 - 1784,1946,2500
en-RP-P-1960-383,http://lh4.ggpht.com/ZFixGTvasy96I-HVzNy1PKWuP1Ufxcdcpsd-NX7x_u-xQKyIvE4l5kolkhlrAZW4FoPByTpvjS4iBEngl3kiIDrvNig=s0,Simon Fokke,David spaart Sauls leven op de Chachila,David spaart Sauls leven op de Chachila;; Simon Fokke;; 1766,1989,2500
en-RP-P-1933-77,http://lh6.ggpht.com/vBumiFJ0I8kB6XmxOw_P4NbqV3Wq64Mo58jPdaLAvndpYc5Gv0unndKpAINljcrwen3gDCrsUAlmKwBNzXXfKpELSzk=s0,Simon Fokke,Jozef verzamelt koren in Egypte en de zonen van Jakob vinden hun geld in zakken,Jozef verzamelt koren in Egypte en de zonen van Jakob vinden hun geld in zakken;; Simon Fokke;; 1791,1572,2500
en-RP-T-1940-54,http://lh6.ggpht.com/yGuO26rW08mK80IbLB2q6l1OV6IL-cvBRHwsrl39nGnzM7cxrLQz7ZRu83SStAbwG8k2Aw6RQFsNKBa1bveblQvJFdU=s0,Simon Fokke,Portret van Denys Dulignon,Portret van Denys Dulignon;; Simon Fokke;; 1750 - 1784,2065,2500
en-RP-P-1960-408,http://lh6.ggpht.com/Cne6EGK4Z_hpO2y1C1AkWZfot4CnOVRhfQgugdSfhjOd40x8NRgNDr2c45CIFiq-J-YLUoRoZPgQRl1Otpp79S4B1FY=s0,Simon Fokke,Drie historische figuren voor een zeeslag,Drie historische figuren voor een zeeslag;; Simon Fokke;; 1722 - 1784,1452,2500
en-RP-P-1960-410,http://lh4.ggpht.com/R9zGVU82RwporF-_7sdg6MzMlcyaw15hZauuZ0nDEcjbJlgBdfT4IdlJ-n_cKoQohd63l1t7hjgSFeBZekhCtwtniD4=s0,Simon Fokke,Gesprek tussen vier historische figuren,Gesprek tussen vier historische figuren;; Simon Fokke;; 1722 - 1784,1700,2500
en-RP-P-1960-403,http://lh3.ggpht.com/CtVb62puOL-6tBPoxOHuNPpGaDQ1anNzjQcqAYm0pmkRiEM1CMSP9PeU3NeEZbzuvKSpTLTQ0-dDajMW0vbqcL8j0qH8=s0,Simon Fokke,Twee historische figuren in gesprek,Twee historische figuren in gesprek;; Simon Fokke;; 1722 - 1784,1508,2500
en-RP-P-OB-50.712,http://lh6.ggpht.com/npFmU0G3GaAZSOxAkW1shqSMD7Mnc39LmSOXyx8fhXA8pdJ-Q0uAzXrmfpb2tEOKnI3KjCCFu1Lsp47uArHKtxDFRc0=s0,Simon Fokke,Schellingwoude vanaf de waterkant;; 1619,Schellingwoude vanaf de waterkant;; 1619;; Simon Fokke;; 1722 - 1784,2500,1761
en-RP-P-OB-50.705,http://lh3.ggpht.com/UaMw2PB-sY58fJf_xLaAm6UmoL3O-hcsFjAFnddWJkrv1U6WFYWJjdNBXVdtZifZn6kokzjoBCoyX0a4XFCIIFpwFc6M=s0,Simon Fokke,Rivierlandschap met boten nabij Amstelveen;; 1624,Rivierlandschap met boten nabij Amstelveen;; 1624;; Simon Fokke;; 1722 - 1784,2500,2067
en-RP-P-OB-50.717,http://lh6.ggpht.com/LjRIbD59lTZVvwHFHpMXCJvFkuuH_WILaOYWjmVrz_i-lOTta3P_-kc5N_RNXehks6_QtY3WEXXOUL0FqsWl2Y7BEw=s0,Simon Fokke,De Haagse tekenacademie,De Haagse tekenacademie;; Simon Fokke;; 1751,2500,1989
en-RP-P-1921-411,http://lh3.googleusercontent.com/uh7DXNf6qD-93ixYii_dejxF49w0mSvFOncnAm9nM7OXDyevMrtU8xU1OwH9MNM7SjoTPShw1g58kFxQz6UStHI9XA=s0,Simon Fokke,Rune van de Grote Kerk van Bergen op Zoom;; 1748,Rune van de Grote Kerk van Bergen op Zoom;; 1748;; Simon Fokke;; 1772,2500,1696
en-RP-P-1921-409,http://lh3.ggpht.com/R-KFSNwte92ekQ0TkOAb4qC8Ic3M_bCN7szEWQJwYFj0B6YbiqxmARobsAtz4EPhDzL-7IuWW6vvrOaZwHvBdhCqhVc=s0,Simon Fokke,Gezicht op het bastion Coehoorn te Bergen op Zoom,Gezicht op het bastion Coehoorn te Bergen op Zoom;; Simon Fokke;; 1774 - 1784,2500,1672
en-RP-P-1905-401,http://lh6.ggpht.com/Q3U43374TzecoK3bbUTmLOwGM0JCIr1siNQDzo9tbpyROrBRrqckTkPWk_YUdMhqRwVu6rk2N14TnnV7WHbJaekYsSUg=s0,Simon Fokke,Doop in de Doopsgezinde Kerk Bij 't Lam te Amsterdam,Doop in de Doopsgezinde Kerk Bij 't Lam te Amsterdam;; Simon Fokke;; 1743,2500,1700
en-RP-P-1921-505,http://lh6.ggpht.com/ub0BLF0H1cz8A5H5y_zk2T5uLXzxElGE8regbFQimAvq5CpSaDxOonxN8SRoaIIveVSGtF-s-tvINZzSfm0RUembhw=s0,Simon Fokke,Gezicht op het Oudezijds Heerenlogement te Amsterdam en een schilderijenverkoop;; 1773,Gezicht op het Oudezijds Heerenlogement te Amsterdam en een schilderijenverkoop;; 1773;; Simon Fokke;; 1774,2048,2500
en-RP-P-1905-393,http://lh5.ggpht.com/aUhQJ2Eq2du4Pu0JtdAXRVS-cLczmR6lS0Flcl0R4OufibJC4kFkDgVvd48sW3kcfityEb3hD6ggVURcRYtPi_oJQM4=s0,Simon Fokke,De oude jachthaven van Amsterdam naar het Blauwhoofd gezien,De oude jachthaven van Amsterdam naar het Blauwhoofd gezien;; Simon Fokke;; 1762 - 1796,2500,1862
en-RP-P-1938-1086,http://lh6.ggpht.com/jdq1ymNGv2cOcwReFLy9OHgfm9sFAZf7W5-Me_9jUDFE8I-QA2ph0x6Ul685STb4Ph0hlOBCy3HFBeDOzieGl2RjVDo=s0,Simon Fokke,Plundering van het huis van A.M. van Arssen te Amsterdam;; 1748,Plundering van het huis van A.M. van Arssen te Amsterdam;; 1748;; Simon Fokke;; 1777,2500,2186
en-RP-P-OB-50.724,http://lh4.ggpht.com/ZNYgx7Xwynj3KNpXSR_6wRioQ6JAuVMGoFHA4x-lG1jafZ93WPUN2VCKr-aF4vMVGg2DbfU5A8vnbCK6nOTCfl_cTzQ=s0,Simon Fokke,Hollandse harddraverij;; ca. 1775,Hollandse harddraverij;; ca. 1775;; Simon Fokke;; 1778,2500,1362
en-RP-P-1905-6598,http://lh4.ggpht.com/qJbmiINBHaUucUaraGBFgk4r1_Sulkvz26OwPDj0kLTp6pjAYSohG6issBZx7Qqsj5NHdUjFvE-4g_GsdkhQ8oNg2QQ=s0,Simon Fokke,Winterlandschap met schaatsers,Winterlandschap met schaatsers;; Simon Fokke;; 1722 - 1784,2500,2015
en-RP-P-1929-88,http://lh6.ggpht.com/NotoEbPa6QbMwL93--iM4Zf82zmtJGjoZZ04ZUTIrj4fv9klNtsUu9Qaq2JA7rYEm9WFFKPsA7M651dRisjow3rB8g=s0,Simon Fokke,Echtpaar bij de dorpsrechtbank van Puiterveen,Echtpaar bij de dorpsrechtbank van Puiterveen;; Simon Fokke;; 1722 - 1784,2500,1845
en-RP-P-1938-1050,http://lh6.ggpht.com/J1l78yJKq--wNzVuAAdQJye7JmN_oGtCHm0-G_MvQvX12pVoXG-KfCY3cOudwij09_ZwZRpHWeAZJ5-a9x8H5e2xQg=s0,Simon Fokke,De dood van Dido,De dood van Dido;; Simon Fokke;; 1758,1796,2500
en-RP-P-OB-50.729,http://lh5.ggpht.com/jmsz-IclgIDdr_HNhcZIIpmh6ATBPQ3MQ_BgGxWtAQnJreajLrdTs_KdPCAZCnu-05d6w6YerOaQGVlUmnHF1UAOAxI=s0,Simon Fokke,De dood van Dido,De dood van Dido;; Simon Fokke;; 1758,1764,2500
en-RP-P-1905-824,http://lh4.ggpht.com/98RQlL-Y_S5oPfth_yxkzoxhPCsuu4qPTkHeEOv6HnmsaFnXJd6JJIHOaPvc-mCdkdH6w6Ihgya9M841F7CuYJbRNkCd=s0,Simon Fokke,Allegorie op de Schrijfkunst,Allegorie op de Schrijfkunst;; Simon Fokke;; 1746,1772,2500
en-RP-P-OB-50.731,http://lh5.ggpht.com/9P8BD2nC14ivUV26GEFAxLtSMgCBgoKcPQvLNXsMJEj9LlCGYADvBF26LxBe8ENFoOA0LN0gKrPw3N1mjaCw9lGGhg=s0,Simon Fokke,Portret van Nicolaas Lodewijk;; Graaf van Zinzendorff,Portret van Nicolaas Lodewijk;; Graaf van Zinzendorff;; Simon Fokke;; 1750,1758,2500
en-RP-P-OB-50.732X,http://lh4.ggpht.com/wSXG5BTJF9ZLuyBojmuCdfjo_qpfW1ayxuDZZKeEFGQyDQNXFEATYRDN44Kf1kkug64ku4PnWezYDtneJUM4FDTNRHw9=s0,Simon Fokke,Gedenkpenning met portret van Johan van der Does,Gedenkpenning met portret van Johan van der Does;; Simon Fokke;; 1722 - 1784,1669,2500
en-RP-P-OB-50.736,http://lh6.ggpht.com/c5tCW3Ivx2jbeU61KebP3SN_FQD3I0BqbEeP5GE_Saa75pJ42hA7cB_79wg6_TeugtWnfT_OKQXQcCh9k6T6do2GX_P_=s0,Simon Fokke,Portret van Kenau Simonsdochter Hasselaar,Portret van Kenau Simonsdochter Hasselaar;; Simon Fokke;; 1722 - 1784,1627,2500
en-RP-P-OB-50.743,http://lh5.ggpht.com/N19geeFoOCYUWSEmLc34Tj_2p8_e9TCMddlG7kJp-PYNfLgplKICY6ct5KMCxrcRjv2W67KPzuQKEFsR3V2kDbAG_DM=s0,Simon Fokke,Afrikaans Boszwijn,Afrikaans Boszwijn;; Simon Fokke;; 1722 - 1784,1995,2500
en-RP-P-OB-50.748,http://lh5.ggpht.com/rkQCUhMlyavMye0xxlhZZ-_eI2mRu8m-GveOqqY-fr5nI-OENuZ3pkY8gNhaWBvnOVcytvghBVXuq1EiqFUUUtKjHbw=s0,Simon Fokke,De badende juffers bespied,De badende juffers bespied;; Simon Fokke;; 1722 - 1784,1840,2500
en-RP-P-1935-1496,http://lh3.ggpht.com/a7nFua0XJ3DQRbDUBbZg_0gIT2nL-1qZrrovDYZnAbXynBTYfR_htHIOBa5VUhCCAUgnLiBZNHIhhWUDnYtRC2-Png=s0,Simon Fokke,De badende juffers bespied,De badende juffers bespied;; Simon Fokke;; 1760 - 1796,1808,2500
en-RP-P-OB-50.750,http://lh3.ggpht.com/ZVYNetFe7HATbDy_yMmVBq14IPpgEgQMDQLu_V-TQ3J5ze2MlWj_oImgqlY4xteMmsgDNQqH3UlNECotwmHytiy1vNbX=s0,Simon Fokke,Man en vrouw bij de ingang van een tuin,Man en vrouw bij de ingang van een tuin;; Simon Fokke;; 1734 - 1764,1656,2500
en-RP-P-AO-13-42,http://lh6.ggpht.com/KjqrJIdwK0VcUea2gW0j8FwJdECyGN_eK5BYsEmHDhk-SuXKiUjPc368bxh4EfdW1rfui9NCG4ckU5gCXAkYBJHBpg=s0,Simon Fokke,Plundering van een wijnverkopershuis te Rotterdam;; 1751,Plundering van een wijnverkopershuis te Rotterdam;; 1751;; Simon Fokke;; 1751 - 1753,2500,1843
