id,image_url,principalOrFirstMaker,title,longTitle,width,height
en-RP-T-1901-A-4525,http://lh3.ggpht.com/WGku8BXPFLrTGnT2BW8WybL186c1IOSfhhQYG1HsbsosdB3xzlA1fxdhqyYnQz8lbzdTLHw61vivmF9j9p_VKgu5Hrs=s0,Bernard Picart,Titelblad met een liggende leeuw,Titelblad met een liggende leeuw;; Bernard Picart;; 1690 - 1733,3000,2228
en-RP-P-1921-264,http://lh6.ggpht.com/QjmyLU1A5OauFPGHIPyoSMy2-PA7w-dpyIa9yYvIkFUITzOshtZUMRkMnGjFzn918z0hGvwx8xdY7gklgSjdacg2HAI=s0,Bernard Picart,Portret van Nicolas Tindal,Portret van Nicolas Tindal;; Bernard Picart;; 1733,1674,2500
en-NG-598-A,http://lh3.googleusercontent.com/zdsVjKLVae5LkLL9pgfNtCkReWWAbWFVN6Z8I26wWG-Sb2FW_rY2UaTkfvkkAvQtbfX0X04WUES6oY35XF8u_eWf3vrO=s0,Bernard Picart,Portret van Filips Willem;; prins van Oranje,Portret van Filips Willem;; prins van Oranje;; Bernard Picart;; 1693 - 1733,1763,2500
en-RP-P-OB-51.103,http://lh6.ggpht.com/fIgZ8cMDDUj2OMndLHDLB7Dt4GQAhIGdM4g6XckvYADNrwKuHuVLMy_TZES23YV9rftwv79v4cWwgmyZmd-jmx9EriU=s0,Bernard Picart,Penning met het portret van Karel de Grote,Penning met het portret van Karel de Grote;; Bernard Picart;; 1720,2500,1378
en-RP-P-OB-51.108,http://lh3.ggpht.com/2bOSJZppQOwvvhzpr8IavsDVQZwP84MuO-b4nSgaDc8MRXl4DliCg8p5OP7Y6UHsCshnxhyVuLS2L5gYoTIknvV44g=s0,Bernard Picart,Penning met het portret van Lodewijk XIV (kleine variant),Penning met het portret van Lodewijk XIV (kleine variant);; Bernard Picart;; 1700 - 1733,2500,1381
en-RP-P-OB-51.110,http://lh5.ggpht.com/QNXbIDhjSVKGeVgpPV13jq8bOnFhmCjxycwF7hMO0UMVTw2nAqVgBQ1bY1Y-u_q4TOpINQgihl70pw09axfRSRh39zuX=s0,Bernard Picart,Penning met het portret van Hendrik IV;; met lauwerkrans,Penning met het portret van Hendrik IV;; met lauwerkrans;; Bernard Picart;; 1720,2500,1330
en-RP-P-OB-51.095,http://lh3.ggpht.com/oAYB0vKDfg4EggxiHoAtrpmrbaFZf9Rr_ZtHleiBEXhMh5O0ghiD_2lapz9MBDxgZsYwVymH5WsgUCF0aeJx7mKUmHQ=s0,Bernard Picart,Portret van een onbekende man,Portret van een onbekende man;; Bernard Picart;; 1709,2500,1887
en-RP-P-1944-171,http://lh5.ggpht.com/8bIvbdvGwfDpjRg1qVjCmAt1VQzA0z5OsQCB5QoSqlgeOwE3f6m-AkcO0gN_65mikMjGtYi22SBedNP5LM9rwo9wkFw=s0,Bernard Picart,Landschap met herders bij antieke sarcofaag,Landschap met herders bij antieke sarcofaag;; Bernard Picart;; 1694,2500,2045
en-RP-P-OB-51.115,http://lh3.ggpht.com/Gs_WlLAkZt6HZPO-BRVB9i2_0RwTTxaA-1CyxkE9L-7j8S7eqyR1JLq2uzhXRfYr8f-CY1f0LpGaIhMNRUunOPpnKw=s0,Bernard Picart,Vader Tijd neemt het leven weg,Vader Tijd neemt het leven weg;; Bernard Picart;; 1693 - 1696,1752,2500
en-RP-P-1921-358,http://lh3.ggpht.com/eCVP_IFpRt-ikCRPRvmm5w86anapd0GrBF0PwG4pGT87YhBBNrKABLQrL6mGKWfHSFw1CkSzwrlCcve6u0Y1CNFVpg=s0,Bernard Picart,Amsterdamse Stedenmaagd omringd door wapenschilden van burgemeesters van Amsterdam,Amsterdamse Stedenmaagd omringd door wapenschilden van burgemeesters van Amsterdam;; Bernard Picart;; 1719,2500,1565
en-RP-P-OB-51.122,http://lh3.ggpht.com/5WnAmlq4fOPLk5zp-ZXccXm7VcU5Zk7LUZcF7Z1_COSiPxbjWDfi-rpb4pzIPCYNjDJiOiDpMUZAOE9d8sXYp0fhPsY=s0,Bernard Picart,Allegorie met Geschiedenis die de historie schrijft,Allegorie met Geschiedenis die de historie schrijft;; Bernard Picart;; 1726,1527,2500
en-RP-P-OB-51.125(R),http://lh4.ggpht.com/iK2MGmD7Knd49sFWc4X8d3cuaBHyA-n6pjINsuKJOr2t7LNBcEQ9xd3EXoYPv2O485GA6kqyoOkdYqE5fr0O7VfYTNs=s0,Bernard Picart,Allegorische titelpagina met het portret van Leon Battista Alberti,Allegorische titelpagina met het portret van Leon Battista Alberti;; Bernard Picart;; 1726,1688,2500
en-RP-P-OB-51.127,http://lh6.ggpht.com/Xv2vEyQ478yPO-nEUM_a7p5TtnM_uPcM6mYtDsjQZu5AUlp44Nhegjue8MOG0nt_fDeYYMYmKRPhdfQ_yneuCueCPA=s0,Bernard Picart,Een schrijver ontvangt inspiratie van Amor en een muze,Een schrijver ontvangt inspiratie van Amor en een muze;; Bernard Picart;; 1728,2500,1580
en-RP-P-1907-4781,http://lh5.ggpht.com/Wqh-vzZ9LHoc8q76j0GjbKjQ0NfSe3zCmuiAZLZmjXZCkz5fsBwj0F2bijiK2YX1d1tPHii5khPzWM4wave-RxM69Q=s0,Bernard Picart,Triomf van de schilderkunst,Triomf van de schilderkunst;; Bernard Picart;; 1725,1698,2500
en-RP-P-OB-51.134,http://lh6.ggpht.com/GCsjF5ZKXaYKEamDuRMUqH8guHim_nKLKp4tj8qROUunPbpSFbGsbjedsVslJr_l57bF8AMSpd8OMJWVj_l76fvEbkg=s0,Bernard Picart,Geschiedenis geeft de Schilderkunst een schrijfveer om de geschiedenissen van de Nederlandse vorsten op te tekenen,Geschiedenis geeft de Schilderkunst een schrijfveer om de geschiedenissen van de Nederlandse vorsten op te tekenen;; Bernard Picart;; 1732,1605,2500
en-RP-P-OB-51.139,http://lh3.ggpht.com/6KBheg3-la0Jbr-uow5YEkeu85yjeqIWfGO7p7oMv1oQ-vDy7fdcXYXlaWEAXpmTG3qJpnxlXwi8qP35riNufIVJV7Y=s0,Bernard Picart,Gehoor,Gehoor;; Bernard Picart;; 1683 - 1710,2500,2017
en-RP-P-OB-51.141,http://lh6.ggpht.com/VM4Irx1-aFhaCrU8lewHZpcwO4hBnAEno_dQdGpHfiEa1jU9vibYfUcNHqAsMJwojtvb22twsmmQSqsaisV5nsvqtM0=s0,Bernard Picart,Gezicht,Gezicht;; Bernard Picart;; 1683 - 1710,2500,2034
en-RP-P-OB-51.146,http://lh5.ggpht.com/vwSwoziwLz9nacpw9Admby7Tva9DZF2Rze9BN4Qx3o1dK6_38hh6PHCoKd-8Z4EJ-ZS_iMbKNY-0pdte0UMlryFE6GU=s0,Bernard Picart,Europa,Europa;; Bernard Picart (workshop of);; 1709,1499,2500
en-RP-P-OB-51.153,http://lh3.ggpht.com/UfF7CCPZ0b_7Ifq8aEuxVey0IJN1RaVf01zB1pKD6-1MUmaTADQN3o4joF_RFHnmNqcEYE-GnT1RlvQd5S4eBW3J_vg=s0,Bernard Picart,Winter,Winter;; Bernard Picart (workshop of);; 1709,1571,2500
en-RP-P-OB-51.158,http://lh3.ggpht.com/nYQDuEMrzVki4CIxPo7UG2F8kkC5oHyU3iST93tWeAFE5vTaUl7SwNyCrPzAEJEGBFHeSGKg3RE4DYlRIoBaBbUY4Q=s0,Bernard Picart,Allegorie op de natuurkunde,Allegorie op de natuurkunde;; Bernard Picart;; 1729,2500,1533
en-RP-P-OB-51.160,http://lh3.ggpht.com/icriCkr3p8t1Chy1OnY8BunqfLsBG1m-XR8crjQssuP1SRHyiLxu47ckEUK22ZgC8aOrfxqDftAIBNKVjYzm9ETeGGI=s0,Bernard Picart,Allegorie op anatomie en biologie,Allegorie op anatomie en biologie;; Bernard Picart;; 1729,2500,1558
en-RP-P-1936-576,http://lh6.ggpht.com/Te8dKPy4peSCdfTqfZFMVDaAF9vA2insN0JDnwhNH63pEoRW7ZEBGYtZTq7-LVxlYo_2JKTuplndide5Rv-4ruNh2ko=s0,Bernard Picart,Allegorie op geometrie en bouwkunde,Allegorie op geometrie en bouwkunde;; Bernard Picart;; 1729,2500,1764
en-RP-P-1929-71,http://lh4.ggpht.com/YcXZx2cZlvECJvQoJzOomRFJ4chIEP_3zAEHt0Daxdf6gYzytiZCdVF3qSVY8avmJ9QgR4d9tfBv9eZklI2sh-XEY1Q=s0,Bernard Picart,Allegorische voorstelling ter gelegenheid van het huwelijk van Jacob Alewijn Ghijzen en Perina Vorsterman,Allegorische voorstelling ter gelegenheid van het huwelijk van Jacob Alewijn Ghijzen en Perina Vorsterman;; Bernard Picart;; 1719,2026,2500
en-RP-P-1906-1913,http://lh3.ggpht.com/adyNuZHNuKDa2uJ3NWyI-5gMEu-d3pJJZkrBniDURKh2554uAwJhBMG-y6A3TzSKXVtOE7oRDsFftj_nRxJc2arNHd4=s0,Bernard Picart,Aarde,Aarde;; Bernard Picart (workshop of);; 1709,1519,2500
en-RP-P-OB-51.165,http://lh3.ggpht.com/-JUk7ux6Po6RStWaz1BcqhgkTht8iwQ2dopVljMGEWP3TNcU4eWiMJtArmGxj_gUHMCUXn_52JR9E9LxEinPNVGAQWQ=s0,Bernard Picart,Allegorische voorstelling met de muzen die zich verwarmen aan het vuur van slechte boeken,Allegorische voorstelling met de muzen die zich verwarmen aan het vuur van slechte boeken;; Bernard Picart;; 1720,1383,2500
en-RP-P-OB-51.172,http://lh3.ggpht.com/mC7kPXIkR2Ak0R2BwnQ1ZfSX9ypklO5Kajglim84EouSqfxXJduFEZqGlpk4ED0zdJjbrnnb8fHEcHa7fKy-j4mPIQ=s0,Bernard Picart,Allegorische voorstelling met Hercules die Amor vertrapt,Allegorische voorstelling met Hercules die Amor vertrapt;; Bernard Picart;; 1719,1425,2500
en-RP-P-OB-51.177,http://lh5.ggpht.com/nbg_Hx__pJWl5BVjy1ZtxD0QRKWatkYA6R08P3IdKbwdFt-v463KSPw6AtC0d4uHD4gmRYW7v9ICcxplpXqktytXxWoK=s0,Bernard Picart,Apollo en Waarheid,Apollo en Waarheid;; Bernard Picart (workshop of);; 1725,1424,2500
en-RP-P-OB-51.184,http://lh3.ggpht.com/ph-gd3gaEk_fei8RvF6KqN3hS6lBRW84W5CavzC3Fyy0GPC95zq2h11aK47R_5V5xrKd0xxmIKCAaerdFbWHOntOTwI=s0,Bernard Picart,Peter I de Grote kroont Catharina tot keizerin van Rusland,Peter I de Grote kroont Catharina tot keizerin van Rusland;; Bernard Picart;; 1726,2500,1537
en-RP-P-OB-51.189,http://lh5.ggpht.com/pDpTMPo_iAJ0tSA0Omte705R-3ktoHjzPUopcMaboq3W8g9IEZolpFf82ACIAlYEjgTCNvLku5gw7a5DY7SfhPETzAo=s0,Bernard Picart,Twee standbeelden,Twee standbeelden;; Bernard Picart;; 1683 - 1733,2500,2243
en-RP-P-OB-51.191,http://lh6.ggpht.com/vCEmLuYDAnFz6IXKvi2zKi4Zi7QaWMZbkZzLl1emGrliBTn31Rz2CdBqUNHWxR7RZs9N9jfHGF5dnJeR6k9sJQ0vxLc=s0,Bernard Picart,Allegorie op de meetkunde,Allegorie op de meetkunde;; Bernard Picart;; 1683 - 1733,2500,1046
en-RP-P-OB-51.052,http://lh5.ggpht.com/2yR-gglI5BrrI11Zi_mFT5faOR3X7divC9MHISO9ipT2RTK9SLuv94jBaM634fDwz_PL98PviCrJr4EYNpbBi3Rvyg=s0,Bernard Picart,Portret van Willem III;; prins van Oranje-Nassau;; koning van Engeland,Portret van Willem III;; prins van Oranje-Nassau;; koning van Engeland;; Bernard Picart;; 1724,1998,2500
en-RP-P-1937-948,http://lh4.ggpht.com/RhRVFREJbrAkZy-D3R5faAerzhv-aK_0T4N1KWWMtPmexzZOssdQC6SmQUCORlZyHSCB5yPUhA9WnS8j84LIqODX1TIy=s0,Bernard Picart,Portret van Willem III;; koning van Engeland,Portret van Willem III;; koning van Engeland;; Bernard Picart;; 1729,1794,2500
en-RP-P-1909-1109,http://lh4.ggpht.com/updOhAVmR9wxE4G8338BDA7d7rnYCiL1w8WI_h8gzbWag64rw5aR7mjRh9eChDAUQLDXsw1MXx5hwpf_OkRzHSIDjKAE=s0,Bernard Picart,Portret van John Tillotson,Portret van John Tillotson;; Bernard Picart (workshop of);; 1683 - 1733,1670,2500
en-RP-P-OB-51.057,http://lh3.ggpht.com/wXUXO7VnwYOINM7nBG7MDd7IGfeQu-ueTA2GNw0vycVkCdyok-AkfFcqamvXvTk3KjWndB0R-f-wF-_44EpklKAjIJA=s0,Bernard Picart,Portret van de heer Antoine,Portret van de heer Antoine;; Bernard Picart;; 1695,1515,2500
en-RP-P-OB-51.064,http://lh6.ggpht.com/XqnT5S25hcWevaIGCAzGowqOu5DCd5ESwBm9oGqrV6TEMw_p5mbSSQmPz96j76BEUl5yFK_kdnCAkBvyvZoFCBAe76hB=s0,Bernard Picart,Portret van Gian Francesco Poggio Bracciolini,Portret van Gian Francesco Poggio Bracciolini;; Bernard Picart (workshop of);; 1713,1759,2500
en-RP-P-1910-4422,http://lh6.ggpht.com/zWhIYyUKdygNt3odTkUS0Vf4WzcBjRTtgkFpreDsG-1hABuBtf_DfOS1o3wMltWS9pqXlUc7FArIPPfp9Iq6ZY8zoHg=s0,Bernard Picart,Portret van Pierre d'Ailly,Portret van Pierre d'Ailly;; Bernard Picart (workshop of);; 1713,1802,2500
en-RP-P-1908-3913,http://lh5.ggpht.com/Roe49o6slNsGj1oSf1Y23Q5Gm2cKjh2wnwjzzi4ZalRLwjV1nur-K9REVf5kbf6nBlDKE3NyXZHfzb1QcELpMYSwDA=s0,Bernard Picart,Portret van Johannes Hus,Portret van Johannes Hus;; Bernard Picart;; 1712 - 1762,1787,2500
en-RP-P-OB-51.069,http://lh3.ggpht.com/xuoshPxP_5YSOf9hndTgqzTb-ZNYXJr-CQ1DC88JnnAoWNZmU8mzmz1S0WAl6K39LPEvRYUBw1AQlHnJgEW0jVw1pQ=s0,Bernard Picart,Portret van John Wyclif,Portret van John Wyclif;; Bernard Picart (workshop of);; 1713,1758,2500
en-RP-P-OB-51.071,http://lh3.ggpht.com/YMgebeeS4S2oOlSzJdWV-Tcc9vJI3dOa-zB2Qs-nhM_A5ZW-R7-NQiZjCQxTulqvo4HDCtQLJTf-sXfUy7XgxX87lHY=s0,Bernard Picart,Portret van Hortense Mancini;; hertogin van Mazarin,Portret van Hortense Mancini;; hertogin van Mazarin;; Bernard Picart;; 1724,1626,2500
en-RP-P-1908-1241,http://lh4.ggpht.com/410i74ck9O1w0oTUv6gShKcNyyTJbjxWx7w8RUCCBQxqL5Fe6awRqGeAOmM01vgkzzBv3F7RA-UUPQzEpPmDMyZ73Tsp=s0,Bernard Picart,Buste van Wenceslaus van Bohemen,Buste van Wenceslaus van Bohemen;; Bernard Picart (workshop of);; 1712,1786,2500
en-RP-P-1908-922,http://lh3.ggpht.com/UXlS4oP1LaSA1qJOolANKt9veWC_psczZCnYegXK7Wwyol3uG3No_ZlLBRlv5J0P9-CUNUDfp0OAilm5R7vUCCKcqw=s0,Bernard Picart,Buste van paus Gregorius XII,Buste van paus Gregorius XII;; Bernard Picart (workshop of);; 1683 - 1733,1790,2500
en-RP-P-1907-4779,http://lh4.ggpht.com/j_5T7Neh7HyBOxUzDwJY0bKd3x9TZOdbyxP1GtrZDv34lg2YfjNqTGVhBU2S_v6ph2UEcYdRzRwOghblOFdSX-VG4Q=s0,Bernard Picart,Portret van een Turkse vrouw,Portret van een Turkse vrouw;; Bernard Picart;; 1683 - 1733,1644,2500
en-RP-P-OB-51.076,http://lh3.ggpht.com/rLeToTy7ho1RTMmi4M3OjOyObDq3lcvclyvyBvyrQCIxWB3tOaQGSgIL-MzvTR2CwHiIr2wBR-EiaeRsocsa3WgDzNMO=s0,Bernard Picart,Portret van Lodewijk;; dauphin van Frankrijk,Portret van Lodewijk;; dauphin van Frankrijk;; Bernard Picart (workshop of);; 1702,2106,3000
en-RP-P-OB-51.083,http://lh3.ggpht.com/yFmBpHJWlcn43Hc7SL8Z3-rmMVuptAdMzsBrv_WwXQNI8Q5xjtvTnxBjNIivaaE4NSOFkOHfSGq5rdAuXXMpy0k_IX0=s0,Bernard Picart,Portret van Bernard de Fontenelle;; met personificaties van de zeven vrije kunsten,Portret van Bernard de Fontenelle;; met personificaties van de zeven vrije kunsten;; Bernard Picart;; 1727,1701,2500
en-RP-P-1938-1726,http://lh5.ggpht.com/fjJY25HwDQB_Qs4kAXjEQEqE2AHMjEYrGcSBhfzM3g0_79jEuqlUHoNCL6IshQ43eYOK9d8RyXYKMEv-dkkJj9U0s5mr=s0,Bernard Picart,Portret van Etienne Picart,Portret van Etienne Picart;; Bernard Picart;; 1690,1765,2500
en-RP-P-OB-51.088,http://lh3.ggpht.com/bnkaIwZ7rMqwlzgHuyd9GgtC1VR3Y_2u9QYAJpejyM1ZCRWBW2G_7aBqM6kQj73klxUGrBY-SPQUJ2z5gQDVi6Tz2A=s0,Bernard Picart,Portret van Janus Secundus en medaillon met het portret van Julia,Portret van Janus Secundus en medaillon met het portret van Julia;; Bernard Picart;; 1730,2500,2162
en-RP-P-OB-51.090,http://lh5.ggpht.com/FPjvKYIQZ_fFpEH2vF0rJWeLssZb7IyX3_NfDNhnRaqrHl995-r_i7jFiWceavyjQrIWtGIzIUpeuU8QGko20HS2IF4=s0,Bernard Picart,Portret van admiraal Maarten Harpertszoon Tromp,Portret van admiraal Maarten Harpertszoon Tromp;; Bernard Picart (workshop of);; 1728,1720,2500
en-RP-T-1901-A-4513,http://lh5.ggpht.com/-x5qig4tNdsL9g5RKuU3S4L_TBo6KQ2W0UOAe-XykzlgyfhKY4gbda0CUYxVlqH9yIOUQA2Cee1qB7lX-HM9N9ITTg=s0,Bernard Picart,Drie schetsen naar het kostuum van een vrouw uit Axel,Drie schetsen naar het kostuum van een vrouw uit Axel;; Bernard Picart;; 1683 - 1733,1815,2500
en-RP-T-1951-135,http://lh6.ggpht.com/EEkxowzshJ7p-xlh1fj-CIjCWiT1rRt2xEUz62lkqdv2q_dCIikD9K8M2XEJFx5qK-oLDq5JYIcqeSwxFQCxn3NjLC5k=s0,Bernard Picart,Hoofd van verrijzende Christus,Hoofd van verrijzende Christus;; Bernard Picart;; 1683 - 1733,1851,2500
en-RP-T-1951-82,http://lh3.ggpht.com/46920LmUkjd1s7Nm_7nLBGxHCPxzuqMd_7SnU0J_-cemciQI_7Jj6wH0uhDk8TeHZZquRLsK1c9RHoFk6snESa3Wtg=s0,Bernard Picart,De evangelist Lukas wordt genspireerd door de apostel Paulus,De evangelist Lukas wordt genspireerd door de apostel Paulus;; Bernard Picart;; 1709,2500,1318
en-RP-T-1887-A-1370,http://lh6.ggpht.com/WrAyc_qLZ-er0P-cQfnQ9qnE_Vll-6JuSWsjFwK0Urckz7ov82B-GH42k5JoLHNi4XWvm1mk-hk6mTo36f3tQSwYvfw=s0,Bernard Picart,Oded bij het leger der Isralieten,Oded bij het leger der Isralieten;; Bernard Picart;; 1712,1652,2500
en-RP-T-1890-A-2285,http://lh3.ggpht.com/2U83Prg6adH2uwHiqzZ6pUNM76X_XteyiwhBYomH6ivr6tp9IISAHsL45nn_Q9wLu8haMWP7IUjcl8NfDTIQjLw_Rw=s0,Bernard Picart,De Romeinse kinderliefde,De Romeinse kinderliefde;; Bernard Picart;; 1725,2486,2500
en-RP-T-1910-64,http://lh4.ggpht.com/W_SPzUzcAH0MaHnZiTxICn4UnRK33Xx_Ls0qZaJ_EHbSQrnwXGZ0i8rgwJnowU9Hu-CDEuu6eU_WGmFwLCDH6wAnYoCt=s0,Bernard Picart,De Reuk,De Reuk;; Bernard Picart;; 1783 - 1833,2500,1915
en-RP-T-1951-130,http://lh6.ggpht.com/eeYHeyRlsFTdplc4ZMQJERn6u4zVG8mma1N5Mko5wrcHxDIhl8By_x5h_05r43OAzXYcSK7UUuzb2xyRZd8QKPRkKL8u=s0,Bernard Picart,Hoofd van neerziende vrouw,Hoofd van neerziende vrouw;; Bernard Picart;; 1683 - 1733,2500,1831
en-RP-T-1887-A-1375,http://lh5.ggpht.com/aweK5rSof7_EFOiMMkNIw1M-uEX4FlmZ3mSImKYIAKs78NN5-eX9IBzD1lWkDs_uaoVs9x0IQH9lpK52p76nxwTeDJA=s0,Bernard Picart,Schetsen van staande;; leunende en zittende mannen,Schetsen van staande;; leunende en zittende mannen;; Bernard Picart;; 1683 - 1733,2500,1908
en-RP-T-1951-128,http://lh4.ggpht.com/2BZtM559XJHrFkUu0hmgbtqCWp633F80WIdIfhAFabvuej_YDhT1succCoC1m4sT8AxO9LhcCLTpAxcky5TSI43Mig=s0,Bernard Picart,Hoofd van een jongen met lang haar,Hoofd van een jongen met lang haar;; Bernard Picart;; 1683 - 1733,2029,2500
en-RP-T-1916-43,http://lh5.ggpht.com/U2Rus6kYosmRL2i1h_zGnfql98Nd58dAi14drhbR1ukYDt1AilM2u-XmEn77362t4s4_ovV_O7egQzn92tLB70b0xg=s0,Bernard Picart,Kop van een engel;; blazend op een bazuin,Kop van een engel;; blazend op een bazuin;; Bernard Picart;; 1683 - 1733,2500,1935
en-RP-P-OB-51.223,http://lh6.ggpht.com/q0J5aVi-tGc4VryYD6aNPGoZV2c7mgiAY0rFB6pGgQz4-LLJxJyY-FE0dThPpJdxO20u6BUklHKSF1m0iKMQ2blDQHE=s0,Bernard Picart,Monument ter herinnering aan de dwaasheid van het jaar 1720,Monument ter herinnering aan de dwaasheid van het jaar 1720;; Bernard Picart;; 1720,2500,1865
en-RP-P-OB-51.228,http://lh6.ggpht.com/bYo1Gr11aj7okut3NaDvka2-Ox1XfcNOfIddKFtyI6P-HfNWeFZ4lZAVQ13kiQta6KQKAFHNO0SQWBXG1cG6SZUZRdQ=s0,Bernard Picart,Ware afbeelding van de heer Quinquempoix;; 1720,Ware afbeelding van de heer Quinquempoix;; 1720;; Bernard Picart (possibly);; 1712,2500,1886
en-RP-P-OB-51.230,http://lh5.ggpht.com/dF7OsyZe2bb9mcJ84cEUTk4NebfYn3hJROrRn9709ek9dD5y1A_sglq79K4MPok6H_Fpx0rP21dDQTzo8a58-ZzX7g=s0,Bernard Picart,Willem III wordt ingezworen als stadhouder;; 1672,Willem III wordt ingezworen als stadhouder;; 1672;; Bernard Picart (workshop of);; 1728,2500,2134
en-RP-P-OB-17.263,http://lh5.ggpht.com/Y6KFj2kHnzbYqHExBCE4fS-XXSK82OQ4agQ-UkKEAKelLSIqDeYqhPvE_O7CccT5_7HAb06jlqXbjpARNE0vMpLAiQU=s0,Bernard Picart,Portret van Zeno van Elea,Portret van Zeno van Elea;; Bernard Picart;; 1699,1805,2500
en-RP-P-OB-17.268,http://lh6.ggpht.com/6WSSO6lqwKW-he2mZ9IvABKurdYMYuHj9D98lBupqA26ZfQH3GVDDT3CeMfCx9l32hRCUt4f6T4kkWAbwWqYmPMTew=s0,Bernard Picart,Maria met Kind;; omringd door engelen,Maria met Kind;; omringd door engelen;; Bernard Picart;; 1683 - 1733,2061,2500
en-RP-P-OB-17.270,http://lh3.ggpht.com/_OJUqmLbgr0eQxB4xVGOSxTp9rZo66lAydOt1SDU95KLPJF0dmASeewJr23uhBUE_SnnOsmi4X806RBAF2Mqyt9nIxs=s0,Bernard Picart,Twee vrouwen bij een muur,Twee vrouwen bij een muur;; Bernard Picart;; 1699,2500,2024
en-RP-P-1908-403,http://lh4.ggpht.com/Ts_Y5iyiquOhMSUwivo9McSGTisbD2eBANYtWtu2RNXUM5CzQIG8V7ipkroBGVnjynT5Y_F70LIH_W6rE54UfjTnsaY=s0,Bernard Picart,Leda en de zwaan,Leda en de zwaan;; Bernard Picart;; 1696,1889,2500
en-RP-P-1906-1278,http://lh5.ggpht.com/af0dZCtU5dTbQ4T-PfqGqZTFBnsUk4IvDDeoUgD4QAs3ldQDeam_wJOSWIjkckKqv90Mz2jniDMiR8uGpbg7JljqjQ=s0,Bernard Picart,Portret van Christiaan VI van Denemarken,Portret van Christiaan VI van Denemarken;; Bernard Picart;; 1733,1676,2500
en-RP-P-OB-51.002,http://lh6.ggpht.com/y4vFcAbn8fv7RTRBdhQy4FYNXKEZVFw8DsN4StyjTs9AmSZzDILBj2jk6e0W9c8CB5p4BGcLIPk72QTUrDgcR82MKhHI=s0,Bernard Picart,Portret van Jean Leclerc,Portret van Jean Leclerc;; Bernard Picart;; 1710,1588,2500
en-RP-P-1905-1663,http://lh3.ggpht.com/BDJ0yMUXgy4VQ1PcOW3TaASYlyN_IyWqZ6bmv8TpHX887eZ6QC4542oBzQfGMDpyZNSBABCWeHEbmQnZMuQLHzzmRRA=s0,Bernard Picart,Portret van Bruno van der Dussen,Portret van Bruno van der Dussen;; Bernard Picart;; 1718,1573,2500
en-RP-P-OB-51.007,http://lh3.ggpht.com/qa35nvjaFMXWJgeSZNDhFvFT_sz034Cir9qo8hR8FwkV408w7_NLg0fkfpScTnwFi6taTe9y6tTmeyv9aq1rWNguF-U=s0,Bernard Picart,Portret van Arthur Capell;; eerste graaf van Essex,Portret van Arthur Capell;; eerste graaf van Essex;; Bernard Picart;; 1724,1992,2500
en-RP-P-OB-51.014,http://lh3.ggpht.com/hzO2xrgRUryerKebNmz8nbWlcy2HlUFkbFT06fB1VTh0NSGE2SrQJk-Mv7IKu_Ensdxdbc7Zehwsrz25AWu2NYGi1w0-=s0,Bernard Picart,Portret van George I van Engeland,Portret van George I van Engeland;; Bernard Picart;; 1714,1616,2500
en-RP-P-1921-353,http://lh4.ggpht.com/g6fBPHOmaqFvDe5IWs3pZ_IZsZkXbA2Vsue2yPCUPZPQeqT5-WTECH297yXvepYvQteZzYCl5w_zExqpbQ0Yvi1xzks=s0,Bernard Picart,Portret van George I;; koning van Engeland,Portret van George I;; koning van Engeland;; Bernard Picart (workshop of);; 1683 - 1733,1717,2500
en-RP-P-OB-51.019,http://lh4.ggpht.com/MdTfJKV3qvSbCe1RglO4GzaysbgdCbjAAgr3UQe-jz6vPoQmGttYFF8lsYv1J7gV9KEooFgMpIDmTvklBALaJv2t3mM=s0,Bernard Picart,Portret van Horatius,Portret van Horatius;; Bernard Picart;; 1708,1553,2500
en-RP-P-OB-51.021,http://lh3.ggpht.com/5lJ9cP8gqWVYJV730MAiLx49w7ykd46h0PPMdgUQKdm9BdW8KJKTVdChCLlwIoohS0DFzYS0YAHSM3Ypij_PWU-3qg=s0,Bernard Picart,Portret van Oliver Cromwell,Portret van Oliver Cromwell;; Bernard Picart;; 1724,1956,2500
en-RP-P-1906-1280,http://lh4.ggpht.com/aWMM8j3Op2mt9nApKahGMMTud3l56nXmTu_9mdgc7mIufKTlMvSLW71Ko7Y9EEDf1CnnpZ762_6cHK28ff7l1879ddw=s0,Bernard Picart,Portret van Karel;; prins van Denemarken en Noorwegen,Portret van Karel;; prins van Denemarken en Noorwegen;; Bernard Picart;; 1733,1634,2500
en-RP-P-1907-2305,http://lh5.ggpht.com/NZM-IEkS0dc1RdGwBzsOMrbSkvj-rE6AOvJnSnmIpbNf2wnEW_y9buzPAwN2YGL9M4b_wRAEGeMWZxuHjNFhn7VFztY=s0,Bernard Picart,Busteportret van Karel I van Engeland,Busteportret van Karel I van Engeland;; Bernard Picart;; 1729,1688,2500
en-RP-P-OB-51.033,http://lh4.ggpht.com/jA2lG5lpH0UzCYYzioCJmMJVZEs_ZfHYPyVf2HXNmFtbjDvv0dKHVxIrvJDnvQoc-jixqJ0vbXyvQwjyrgtVtMM8tg=s0,Bernard Picart,Portret van John Locke,Portret van John Locke;; Bernard Picart;; 1721,1641,2500
